"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.3,0.17,2.515,-13.391967702064,-13.4612379169489
4.3,0.17,2.5175,-13.3888011141574,-13.458713113301
4.3,0.17,2.52,-13.3857428966846,-13.4563048887533
4.3,0.17,2.5225,-13.3827974180675,-13.4540181762963
4.3,0.17,2.525,-13.3799693234287,-13.4518582387111
4.3,0.17,2.5275,-13.377263557169,-13.4498306972212
4.3,0.17,2.53,-13.3746853877945,-13.4479415632046
4.3,0.17,2.5325,-13.3722404352573,-13.4461972733587
4.3,0.17,2.535,-13.3699347011112,-13.4446047287628
4.3,0.17,2.5375,-13.3677746018215,-13.4431713383529
4.3,0.17,2.54,-13.3657670056185,-13.4419050674017
4.3,0.17,2.5425,-13.3639192733362,-13.440814491689
4.3,0.17,2.545,-13.3622393037439,-13.4399088581557
4.3,0.17,2.5475,-13.3607355839461,-13.4391981529643
4.3,0.17,2.55,-13.3594172455174,-13.4386931780418
4.3,0.17,2.5525,-13.3582941271319,-13.4384056373573
4.3,0.17,2.555,-13.3573768445626,-13.4383482344094
4.3,0.17,2.5575,-13.356676869061,-13.4385347826473
4.3,0.17,2.56,-13.3562066152778,-13.4389803308663
4.3,0.17,2.5625,-13.3559795400692,-13.4397013059829
4.3,0.17,2.565,-13.3560102537409,-13.4407156760489
4.3,0.17,2.5675,-13.3563146455266,-13.4420431369005
4.3,0.17,2.57,-13.3569100253813,-13.4437053265043
4.3,0.17,2.5725,-13.3578152844996,-13.4457260718626
4.3,0.17,2.575,-13.3590510773478,-13.4481316743271
4.3,0.17,2.5775,-13.3606400284375,-13.4509512403819
4.3,0.17,2.58,-13.3626069675682,-13.4542170664498
4.3,0.17,2.5825,-13.3649791978282,-13.4579650881239
4.3,0.17,2.585,-13.3677868012703,-13.4622354065282
4.3,0.17,2.5875,-13.3710629878544,-13.467072907374
4.3,0.17,2.59,-13.3748444939531,-13.4725279918722
4.3,0.17,2.5925,-13.379172037391,-13.4786574431669
4.3,0.17,2.595,-13.3840908365526,-13.4855254576367
4.3,0.17,2.5975,-13.3896512013717,-13.4932048775862
4.3,0.17,2.6,-13.3959092037467,-13.5017786709295
4.3,0.17,2.6025,-13.4029274336367,-13.5113417149737
4.3,0.17,2.605,-13.4107758440241,-13.5220029559697
4.3,0.17,2.6075,-13.4195326818002,-13.5338880344884
4.3,0.17,2.61,-13.4292854903183,-13.5471424897419
4.3,0.17,2.6125,-13.4401321493553,-13.5619356845734
4.3,0.17,2.615,-13.4521818836322,-13.5784656275616
4.3,0.17,2.6175,-13.4655561120043,-13.596964909277
4.3,0.17,2.62,-13.4803889092368,-13.6177080138043
4.3,0.17,2.6225,-13.4968266825324,-13.6410203070355
4.3,0.17,2.625,-13.5150263769268,-13.6672890224576
4.3,0.17,2.6275,-13.5351510331932,-13.696976523902
4.3,0.17,2.63,-13.5573606830093,-13.7306359381761
4.3,0.17,2.6325,-13.5817951250041,-13.7689287388789
4.3,0.17,2.635,-13.6085426424215,-13.8126426481539
4.3,0.17,2.6375,-13.6375844490652,-13.8627055136315
4.3,0.17,2.64,-13.6686973540629,-13.9201849569688
4.3,0.17,2.6425,-13.7012849660474,-13.9862511364233
4.3,0.17,2.645,-13.7340885227342,-14.062053903329
4.3,0.17,2.6475,-13.7647017120724,-14.1484123516769
4.3,0.17,2.65,-13.7887892289803,-14.2451110469926
4.3,0.17,2.6525,-13.7989309905659,-14.3494176748601
4.3,0.17,2.655,-13.7832216475034,-14.4532192780204
4.3,0.17,2.6575,-13.7244526667525,-14.538295123981
4.3,0.17,2.66,-13.6021752436743,-14.5711172440561
4.3,0.17,2.6625,-13.4012009608491,-14.5046945005923
4.3,0.17,2.665,-13.1271102846586,-14.3017814515056
4.3,0.17,2.6675,-12.8201764570713,-13.976726244575
4.3,0.17,2.67,-12.5498720993692,-13.6063140900847
4.3,0.17,2.6725,-12.3686139881736,-13.2778444831254
4.3,0.17,2.675,-12.2749572905238,-13.0358232707757
4.3,0.17,2.6775,-12.2430635781655,-12.8801532504826
4.3,0.17,2.68,-12.2494889644934,-12.7909135915881
4.3,0.17,2.6825,-12.2776776275428,-12.7466977133187
4.3,0.17,2.685,-12.3169930170114,-12.7311152678217
4.3,0.17,2.6875,-12.3610849224035,-12.7331812817481
4.3,0.17,2.69,-12.40640389974,-12.7459715472735
4.3,0.17,2.6925,-12.4511093728344,-12.7652552344045
4.3,0.17,2.695,-12.4943586998949,-12.7885005866502
4.3,0.17,2.6975,-12.535874827453,-12.8142294242309
4.3,0.17,2.7,-12.5756935346941,-12.8416171694281
4.3,0.17,2.7025,-12.6140195030612,-12.8702498881511
4.3,0.17,2.705,-12.6511463592871,-12.8999782243263
4.3,0.17,2.7075,-12.6874138186555,-12.930830655784
4.3,0.17,2.71,-12.7231862580554,-12.962963417709
4.3,0.17,2.7125,-12.7588436905358,-12.9966336870526
4.3,0.17,2.715,-12.7947799467232,-13.0321882411706
4.3,0.17,2.7175,-12.8314050230932,-13.0700632392248
4.3,0.17,2.72,-12.8691496885682,-13.1107929314967
4.3,0.17,2.7225,-12.9084708824334,-13.1550265160953
4.3,0.17,2.725,-12.949856285286,-13.2035533244396
4.3,0.17,2.7275,-12.993825573623,-13.2573371211207
4.3,0.17,2.73,-13.0409238479313,-13.3175604115574
4.3,0.17,2.7325,-13.0916986029418,-13.3856786999902
4.3,0.17,2.735,-13.1466434456015,-13.4634811323097
4.3,0.17,2.7375,-13.2060756975147,-13.5531441913049
4.3,0.17,2.74,-13.269883563635,-13.6572401159811
4.3,0.17,2.7425,-13.3370181411113,-13.778600001706
4.3,0.17,2.745,-13.4044957725714,-13.9197830006083
4.3,0.17,2.7475,-13.4655055460242,-14.0815598686306
4.3,0.17,2.75,-13.5060759493963,-14.2591028589175
4.3,0.17,2.7525,-13.5001957554941,-14.433491605044
4.3,0.17,2.755,-13.4061623626322,-14.5565718800058
4.3,0.17,2.7575,-13.1750363810845,-14.5379875810682
4.3,0.17,2.76,-12.7881843840902,-14.2755941419681
4.3,0.17,2.7625,-12.3086418918226,-13.7651718915958
4.3,0.17,2.765,-11.8667197968784,-13.1628075279427
4.3,0.17,2.7675,-11.5619270603301,-12.6525474642457
4.3,0.17,2.77,-11.4063264625326,-12.3079773773752
4.3,0.17,2.7725,-11.3589339053924,-12.1086436955476
4.3,0.17,2.775,-11.3738928431927,-12.0075429469654
4.3,0.17,2.7775,-11.419218798686,-11.9653777395349
4.3,0.17,2.78,-11.4765401897472,-11.9564819480992
4.3,0.17,2.7825,-11.5363527385316,-11.9656129401223
4.3,0.17,2.785,-11.5941259540119,-11.9840561486454
4.3,0.17,2.7875,-11.6479323409991,-12.0069051970328
4.3,0.17,2.79,-11.69715065917,-12.0314231668414
4.3,0.17,2.7925,-11.7417881315801,-12.056103883142
4.3,0.17,2.795,-11.7821340309199,-12.0801415775927
4.3,0.17,2.7975,-11.8185857024547,-12.1031307456061
4.3,0.17,2.8,-11.8515633654382,-12.1248949076667
4.3,0.17,2.8025,-11.8814703810728,-12.1453879615776
4.3,0.17,2.805,-11.908676633194,-12.164636859708
4.3,0.17,2.8075,-11.933513467599,-12.1827081103984
4.3,0.17,2.81,-11.9562742122323,-12.1996881865994
4.3,0.17,2.8125,-11.9772171962309,-12.21567214478
4.3,0.17,2.815,-11.9965696985339,-12.230757136617
4.3,0.17,2.8175,-12.0145320498169,-12.2450388572927
4.3,0.17,2.82,-12.0312815269272,-12.2586097645699
4.3,0.17,2.8225,-12.0469758948355,-12.271558368268
4.3,0.17,2.825,-12.0617565611297,-12.2839691676719
4.3,0.17,2.8275,-12.0757513620483,-12.2959229825837
4.3,0.17,2.83,-12.0890770236864,-12.3074975269338
4.3,0.17,2.8325,-12.1018413516916,-12.3187681382603
4.3,0.17,2.835,-12.1141452053269,-12.3298086174773
4.3,0.17,2.8375,-12.1260843114668,-12.340692160596
4.3,0.17,2.84,-12.1377509733191,-12.3514923832766
4.3,0.17,2.8425,-12.149235728835,-12.362284454063
4.3,0.17,2.845,-12.1606290158589,-12.3731463655154
4.3,0.17,2.8475,-12.1720229059247,-12.3841603862455
4.3,0.17,2.85,-12.1835129771729,-12.39541475297
4.3,0.17,2.8525,-12.1952004104157,-12.4070056821596
4.3,0.17,2.855,-12.2071944127264,-12.4190398082615
4.3,0.17,2.8575,-12.2196151027842,-12.4316371933743
4.3,0.17,2.86,-12.232597035668,-12.4449351068647
4.3,0.17,2.8625,-12.2462936081544,-12.4590928506598
4.3,0.17,2.865,-12.2608826786643,-12.474298019157
4.3,0.17,2.8675,-12.2765738743904,-12.4907747515363
4.3,0.17,2.87,-12.293618267001,-12.508794790844
4.3,0.17,2.8725,-12.3123214191935,-12.5286925621637
4.3,0.17,2.875,-12.3330613074361,-12.5508861134275
4.3,0.17,2.8775,-12.3563134331234,-12.5759067890437
4.3,0.17,2.88,-12.3826867619601,-12.6044422233844
4.3,0.17,2.8825,-12.4129763787838,-12.6374002037829
4.3,0.17,2.885,-12.448242672686,-12.6760062493709
4.3,0.17,2.8875,-12.4899339812365,-12.7219576124326
4.3,0.17,2.89,-12.5400830363473,-12.7776756392694
4.3,0.17,2.8925,-12.6016340163307,-12.8467380173409
4.3,0.17,2.895,-12.6790119159315,-12.9346593010348
4.3,0.17,2.8975,-12.7791663255589,-13.0503937618289
4.3,0.17,2.9,-12.9136006612942,-13.2094684775117
4.3,0.17,2.9025,-13.1025692338243,-13.4412065616487
4.3,0.17,2.905,-13.3841316633436,-13.8076864307075
4.3,0.17,2.9075,-13.8312020807387,-14.4623837106143
4.3,0.17,2.91,-14.5133602123648,-15.8555550968096
4.3,0.17,2.9125,-13.9591235167999,-17.8406265075202
4.3,0.17,2.915,-9.25224299020932,-10.979248470199
4.3,0.17,2.9175,-9.42865652560983,-10.1099444528974
4.3,0.17,2.92,-10.1697563308363,-10.5888672192271
4.3,0.17,2.9225,-10.6177120764708,-10.9423570887097
4.3,0.17,2.925,-10.8960769821318,-11.1777032159128
4.3,0.17,2.9275,-11.0820987103792,-11.3410924270834
4.3,0.17,2.93,-11.2140186904688,-11.4599361813981
4.3,0.17,2.9325,-11.3119114971368,-11.5497875000933
4.3,0.17,2.935,-11.3871286970137,-11.6198530849796
4.3,0.17,2.9375,-11.4465181253297,-11.6758620740241
4.3,0.17,2.94,-11.4944376530726,-11.7215445436598
4.3,0.17,2.9425,-11.5337856186156,-11.759425410795
4.3,0.17,2.945,-11.5665617088743,-11.7912714646497
4.3,0.17,2.9475,-11.5941888783524,-11.8183545731061
4.3,0.17,2.95,-11.6177066737262,-11.8416129575057
4.3,0.17,2.9525,-11.637891931482,-11.861753540574
4.3,0.17,2.955,-11.6553367053177,-11.8793189327341
4.3,0.17,2.9575,-11.6705000721528,-11.8947324822568
4.3,0.17,2.96,-11.6837434679344,-11.9083293104801
4.3,0.17,2.9625,-11.695355342451,-11.9203781547261
4.3,0.17,2.965,-11.7055687124861,-11.9310970388014
4.3,0.17,2.9675,-11.7145738867988,-11.9406647105257
4.3,0.17,2.97,-11.7225278422806,-11.9492291205753
4.3,0.17,2.9725,-11.7295612350513,-11.9569137973533
4.3,0.17,2.975,-11.7357837136898,-11.9638227020344
4.3,0.17,2.9775,-11.7412879952651,-11.9700439699028
4.3,0.17,2.98,-11.7461530274609,-11.9756528247903
4.3,0.17,2.9825,-11.7504464671044,-11.9807138720988
4.3,0.17,2.985,-11.7542266414332,-11.9852829195886
4.3,0.17,2.9875,-11.7575441137731,-11.9894084355797
4.3,0.17,2.99,-11.7604429436689,-11.9931327260711
4.3,0.17,2.9925,-11.7629617088432,-11.9964928920124
4.3,0.17,2.995,-11.7651343399025,-11.9995216131831
4.3,0.17,2.9975,-11.766990806644,-12.0022477942522
4.3,0.17,3,-11.7685576858715,-12.0046971004908
4.3,0.18,2,-14.460291860285,-14.3875303172764
4.3,0.18,2.0025,-14.4533183735584,-14.3814788853067
4.3,0.18,2.005,-14.4463739953981,-14.3754303011825
4.3,0.18,2.0075,-14.4394594181506,-14.3693846768918
4.3,0.18,2.01,-14.4325753732488,-14.3633421239766
4.3,0.18,2.0125,-14.4257226335074,-14.3573027535379
4.3,0.18,2.015,-14.4189020155109,-14.3512666762421
4.3,0.18,2.0175,-14.4121143820897,-14.3452340023264
4.3,0.18,2.02,-14.4053606448659,-14.3392048416053
4.3,0.18,2.0225,-14.3986417668503,-14.3331793034761
4.3,0.18,2.025,-14.3919587650627,-14.3271574969249
4.3,0.18,2.0275,-14.385312713137,-14.321139530533
4.3,0.18,2.03,-14.3787047438605,-14.3151255124827
4.3,0.18,2.0325,-14.3721360515823,-14.3091155505634
4.3,0.18,2.035,-14.3656078944038,-14.303109752178
4.3,0.18,2.0375,-14.359121596042,-14.2971082243489
4.3,0.18,2.04,-14.352678547221,-14.2911110737244
4.3,0.18,2.0425,-14.3462802064124,-14.2851184065849
4.3,0.18,2.045,-14.3399280996923,-14.2791303288495
4.3,0.18,2.0475,-14.3336238194223,-14.2731469460821
4.3,0.18,2.05,-14.3273690213833,-14.267168363498
4.3,0.18,2.0525,-14.3211654198959,-14.2611946859706
4.3,0.18,2.055,-14.3150147803391,-14.2552260180377
4.3,0.18,2.0575,-14.3089189083281,-14.2492624639083
4.3,0.18,2.06,-14.3028796346263,-14.2433041274694
4.3,0.18,2.0625,-14.2968987946344,-14.2373511122925
4.3,0.18,2.065,-14.2909782010133,-14.2314035216407
4.3,0.18,2.0675,-14.2851196076451,-14.2254614584753
4.3,0.18,2.07,-14.2793246627072,-14.2195250254631
4.3,0.18,2.0725,-14.2735948481117,-14.2135943249831
4.3,0.18,2.075,-14.2679314019355,-14.2076694591338
4.3,0.18,2.0775,-14.2623352197205,-14.2017505297403
4.3,0.18,2.08,-14.2568067296577,-14.1958376383617
4.3,0.18,2.0825,-14.2513457356784,-14.1899308862982
4.3,0.18,2.085,-14.245951221395,-14.1840303745987
4.3,0.18,2.0875,-14.2406211067043,-14.1781362040679
4.3,0.18,2.09,-14.23535194781,-14.1722484752746
4.3,0.18,2.0925,-14.2301385706087,-14.1663672885587
4.3,0.18,2.095,-14.2249736271362,-14.1604927440392
4.3,0.18,2.0975,-14.2198470655542,-14.154624941622
4.3,0.18,2.1,-14.2147455066947,-14.148763981008
4.3,0.18,2.1025,-14.2096515254734,-14.1429099617009
4.3,0.18,2.105,-14.2045428449236,-14.1370629830156
4.3,0.18,2.1075,-14.1993914659033,-14.1312231440862
4.3,0.18,2.11,-14.1941627786721,-14.1253905438743
4.3,0.18,2.1125,-14.1888147353589,-14.119565281178
4.3,0.18,2.115,-14.1832972058106,-14.1137474546398
4.3,0.18,2.1175,-14.177551692181,-14.1079371627556
4.3,0.18,2.12,-14.1715116344381,-14.1021345038836
4.3,0.18,2.1225,-14.1651035875924,-14.0963395762532
4.3,0.18,2.125,-14.1582495708822,-14.0905524779739
4.3,0.18,2.1275,-14.1508708493826,-14.0847733070447
4.3,0.18,2.13,-14.1428932752332,-14.0790021613633
4.3,0.18,2.1325,-14.1342540626936,-14.0732391387357
4.3,0.18,2.135,-14.1249095012746,-14.0674843368857
4.3,0.18,2.1375,-14.1148426796438,-14.0617378534647
4.3,0.18,2.14,-14.1040699202419,-14.0559997860617
4.3,0.18,2.1425,-14.0926444770084,-14.0502702322134
4.3,0.18,2.145,-14.0806562769263,-14.0445492894144
4.3,0.18,2.1475,-14.0682271356662,-14.0388370551275
4.3,0.18,2.15,-14.0555018214021,-14.0331336267943
4.3,0.18,2.1525,-14.0426362931884,-14.0274391018464
4.3,0.18,2.155,-14.0297850701653,-14.0217535777156
4.3,0.18,2.1575,-14.0170897778112,-14.0160771518458
4.3,0.18,2.16,-14.00467046898,-14.0104099217037
4.3,0.18,2.1625,-13.9926205360823,-14.0047519847907
4.3,0.18,2.165,-13.9810052082527,-13.9991034386547
4.3,0.18,2.1675,-13.9698630038295,-13.9934643809018
4.3,0.18,2.17,-13.9592091930317,-13.9878349092085
4.3,0.18,2.1725,-13.9490402981581,-13.9822151213343
4.3,0.18,2.175,-13.9393388233928,-13.9766051151343
4.3,0.18,2.1775,-13.9300776534879,-13.9710049885719
4.3,0.18,2.18,-13.9212238055893,-13.965414839732
4.3,0.18,2.1825,-13.9127414145503,-13.9598347668346
4.3,0.18,2.185,-13.9045939648546,-13.9542648682481
4.3,0.18,2.1875,-13.8967458574034,-13.9487052425036
4.3,0.18,2.19,-13.8891634311474,-13.9431559883087
4.3,0.18,2.1925,-13.8818155631332,-13.9376172045624
4.3,0.18,2.195,-13.8746739585705,-13.9320889903694
4.3,0.18,2.1975,-13.8677132238618,-13.9265714450559
4.3,0.18,2.2,-13.8609107956457,-13.9210646681843
4.3,0.18,2.2025,-13.8542467806978,-13.9155687595694
4.3,0.18,2.205,-13.8477037462585,-13.9100838192944
4.3,0.18,2.2075,-13.8412664882582,-13.9046099477273
4.3,0.18,2.21,-13.8349217957372,-13.8991472455376
4.3,0.18,2.2125,-13.8286582230424,-13.8936958137137
4.3,0.18,2.215,-13.8224658766148,-13.8882557535804
4.3,0.18,2.2175,-13.8163362199019,-13.8828271668167
4.3,0.18,2.22,-13.8102618977425,-13.8774101554743
4.3,0.18,2.2225,-13.8042365801709,-13.8720048219965
4.3,0.18,2.225,-13.798254824742,-13.8666112692371
4.3,0.18,2.2275,-13.792311956003,-13.8612296004804
4.3,0.18,2.23,-13.7864039605196,-13.8558599194613
4.3,0.18,2.2325,-13.7805273958031,-13.8505023303859
4.3,0.18,2.235,-13.7746793115283,-13.8451569379524
4.3,0.18,2.2375,-13.7688571815266,-13.8398238473731
4.3,0.18,2.24,-13.7630588451708,-13.8345031643965
4.3,0.18,2.2425,-13.7572824569066,-13.8291949953298
4.3,0.18,2.245,-13.7515264428261,-13.8238994470625
4.3,0.18,2.2475,-13.7457894633127,-13.8186166270901
4.3,0.18,2.25,-13.7400703809121,-13.8133466435386
4.3,0.18,2.2525,-13.7343682326941,-13.8080896051895
4.3,0.18,2.255,-13.7286822064713,-13.8028456215061
4.3,0.18,2.2575,-13.723011620328,-13.7976148026592
4.3,0.18,2.26,-13.7173559049914,-13.7923972595548
4.3,0.18,2.2625,-13.7117145886397,-13.7871931038616
4.3,0.18,2.265,-13.7060872838045,-13.7820024480398
4.3,0.18,2.2675,-13.700473676071,-13.7768254053703
4.3,0.18,2.27,-13.6948735143226,-13.7716620899852
4.3,0.18,2.2725,-13.6892866023143,-13.7665126168983
4.3,0.18,2.275,-13.683712791389,-13.7613771020371
4.3,0.18,2.2775,-13.6781519741779,-13.756255662276
4.3,0.18,2.28,-13.6726040791501,-13.751148415469
4.3,0.18,2.2825,-13.6670690658931,-13.7460554804851
4.3,0.18,2.285,-13.6615469210259,-13.7409769772435
4.3,0.18,2.2875,-13.6560376546586,-13.7359130267502
4.3,0.18,2.29,-13.6505412973232,-13.7308637511357
4.3,0.18,2.2925,-13.6450578973153,-13.7258292736937
4.3,0.18,2.295,-13.6395875183886,-13.7208097189207
4.3,0.18,2.2975,-13.6341302377587,-13.7158052125575
4.3,0.18,2.3,-13.6286861443729,-13.710815881631
4.3,0.18,2.3025,-13.6232553374127,-13.7058418544979
4.3,0.18,2.305,-13.6178379249983,-13.7008832608895
4.3,0.18,2.3075,-13.612434023069,-13.6959402319579
4.3,0.18,2.31,-13.6070437544172,-13.6910129003232
4.3,0.18,2.3125,-13.6016672478558,-13.6861014001232
4.3,0.18,2.315,-13.5963046375032,-13.6812058670631
4.3,0.18,2.3175,-13.5909560621694,-13.6763264384685
4.3,0.18,2.32,-13.5856216648329,-13.6714632533383
4.3,0.18,2.3225,-13.5803015921949,-13.6666164524009
4.3,0.18,2.325,-13.5749959943025,-13.6617861781708
4.3,0.18,2.3275,-13.5697050242322,-13.656972575008
4.3,0.18,2.33,-13.5644288378267,-13.6521757891787
4.3,0.18,2.3325,-13.5591675934779,-13.6473959689183
4.3,0.18,2.335,-13.553921451951,-13.6426332644967
4.3,0.18,2.3375,-13.5486905762457,-13.6378878282848
4.3,0.18,2.34,-13.5434751314878,-13.6331598148241
4.3,0.18,2.3425,-13.5382752848514,-13.6284493808986
4.3,0.18,2.345,-13.5330912055039,-13.6237566856085
4.3,0.18,2.3475,-13.5279230645758,-13.6190818904469
4.3,0.18,2.35,-13.5227710351483,-13.6144251593789
4.3,0.18,2.3525,-13.5176352922603,-13.6097866589235
4.3,0.18,2.355,-13.5125160129309,-13.6051665582385
4.3,0.18,2.3575,-13.5074133761959,-13.6005650292077
4.3,0.18,2.36,-13.5023275631584,-13.5959822465321
4.3,0.18,2.3625,-13.4972587570503,-13.5914183878235
4.3,0.18,2.365,-13.4922071433049,-13.5868736337019
4.3,0.18,2.3675,-13.48717290964,-13.5823481678962
4.3,0.18,2.37,-13.4821562461494,-13.5778421773484
4.3,0.18,2.3725,-13.4771573454036,-13.5733558523221
4.3,0.18,2.375,-13.4721764025583,-13.5688893865142
4.3,0.18,2.3775,-13.4672136154703,-13.5644429771715
4.3,0.18,2.38,-13.4622691848212,-13.5600168252108
4.3,0.18,2.3825,-13.4573433142476,-13.5556111353441
4.3,0.18,2.385,-13.4524362104783,-13.5512261162086
4.3,0.18,2.3875,-13.4475480834776,-13.5468619805006
4.3,0.18,2.39,-13.4426791465962,-13.5425189451162
4.3,0.18,2.3925,-13.4378296167269,-13.5381972312955
4.3,0.18,2.395,-13.4329997144684,-13.533897064774
4.3,0.18,2.3975,-13.4281896642942,-13.5296186759387
4.3,0.18,2.4,-13.423399694729,-13.5253622999912
4.3,0.18,2.4025,-13.418630038531,-13.5211281771168
4.3,0.18,2.405,-13.4138809328814,-13.51691655266
4.3,0.18,2.4075,-13.4091526195811,-13.5127276773082
4.3,0.18,2.41,-13.4044453452539,-13.5085618072815
4.3,0.18,2.4125,-13.3997593615575,-13.5044192045309
4.3,0.18,2.415,-13.3950949254023,-13.5003001369447
4.3,0.18,2.4175,-13.3904522991783,-13.4962048785632
4.3,0.18,2.42,-13.3858317509896,-13.4921337098021
4.3,0.18,2.4225,-13.3812335548987,-13.4880869176863
4.3,0.18,2.425,-13.3766579911792,-13.4840647960921
4.3,0.18,2.4275,-13.3721053465781,-13.480067646001
4.3,0.18,2.43,-13.3675759145883,-13.4760957757638
4.3,0.18,2.4325,-13.3630699957317,-13.4721495013761
4.3,0.18,2.435,-13.3585878978532,-13.468229146766
4.3,0.18,2.4375,-13.3541299364261,-13.4643350440948
4.3,0.18,2.44,-13.3496964348702,-13.46046753407
4.3,0.18,2.4425,-13.3452877248825,-13.4566269662738
4.3,0.18,2.445,-13.3409041467814,-13.4528136995047
4.3,0.18,2.4475,-13.3365460498657,-13.4490281021362
4.3,0.18,2.45,-13.3322137927879,-13.4452705524908
4.3,0.18,2.4525,-13.3279077439442,-13.441541439232
4.3,0.18,2.455,-13.3236282818811,-13.4378411617741
4.3,0.18,2.4575,-13.3193757957192,-13.4341701307116
4.3,0.18,2.46,-13.315150685597,-13.4305287682688
4.3,0.18,2.4625,-13.3109533631334,-13.4269175087707
4.3,0.18,2.465,-13.3067842519118,-13.4233367991372
4.3,0.18,2.4675,-13.3026437879862,-13.4197870994006
4.3,0.18,2.47,-13.2985324204113,-13.4162688832489
4.3,0.18,2.4725,-13.2944506117967,-13.4127826385963
4.3,0.18,2.475,-13.2903988388882,-13.4093288681814
4.3,0.18,2.4775,-13.286377593177,-13.4059080901963
4.3,0.18,2.48,-13.2823873815381,-13.4025208389473
4.3,0.18,2.4825,-13.2784287269008,-13.39916766555
4.3,0.18,2.485,-13.274502168952,-13.3958491386594
4.3,0.18,2.4875,-13.2706082648756,-13.3925658452396
4.3,0.18,2.49,-13.2667475901291,-13.389318391373
4.3,0.18,2.4925,-13.2629207392604,-13.386107403113
4.3,0.18,2.495,-13.2591283267673,-13.3829335273829
4.3,0.18,2.4975,-13.255370988002,-13.3797974329236
4.3,0.18,2.5,-13.2516493801242,-13.3766998112925
4.3,0.18,2.5025,-13.2479641831055,-13.373641377919
4.3,0.18,2.505,-13.2443161007881,-13.3706228732184
4.3,0.18,2.5075,-13.2407058620027,-13.3676450637685
4.3,0.18,2.51,-13.2371342217477,-13.3647087435546
4.3,0.18,2.5125,-13.2336019624357,-13.3618147352849
4.3,0.18,2.515,-13.2301098952106,-13.358963891784
4.3,0.18,2.5175,-13.2266588613406,-13.3561570974674
4.3,0.18,2.52,-13.2232497336925,-13.3533952699045
4.3,0.18,2.5225,-13.219883418293,-13.3506793614758
4.3,0.18,2.525,-13.2165608559828,-13.3480103611307
4.3,0.18,2.5275,-13.2132830241705,-13.3453892962535
4.3,0.18,2.53,-13.2100509386937,-13.3428172346456
4.3,0.18,2.5325,-13.2068656557944,-13.3402952866327
4.3,0.18,2.535,-13.2037282742185,-13.3378246073057
4.3,0.18,2.5375,-13.2006399374469,-13.3354063989063
4.3,0.18,2.54,-13.1976018360701,-13.3330419133675
4.3,0.18,2.5425,-13.1946152103156,-13.3307324550224
4.3,0.18,2.545,-13.1916813527408,-13.3284793834926
4.3,0.18,2.5475,-13.1888016111051,-13.3262841167723
4.3,0.18,2.55,-13.1859773914332,-13.324148134523
4.3,0.18,2.5525,-13.1832101612874,-13.322072981596
4.3,0.18,2.555,-13.1805014532643,-13.3200602718014
4.3,0.18,2.5575,-13.1778528687351,-13.3181116919449
4.3,0.18,2.56,-13.1752660818491,-13.3162290061541
4.3,0.18,2.5625,-13.1727428438236,-13.3144140605201
4.3,0.18,2.565,-13.170284987544,-13.3126687880805
4.3,0.18,2.5675,-13.1678944325001,-13.3109952141757
4.3,0.18,2.57,-13.1655731900905,-13.3093954622099
