"$e_r []","TraceW [mm]","Freq [GHz]","re(Zin) []","im(Zin) []"
4.2,0.16,2.18,38.6322972623633,-12.8899589595905
4.2,0.16,2.1825,38.6060232050019,-12.8886071405572
4.2,0.16,2.185,38.5797683886937,-12.8871636001001
4.2,0.16,2.1875,38.5535334959772,-12.8856293099653
4.2,0.16,2.19,38.5273191746598,-12.8840052265691
4.2,0.16,2.1925,38.5011260394782,-12.882292290565
4.2,0.16,2.195,38.4749546737056,-12.8804914264806
4.2,0.16,2.1975,38.4488056307044,-12.87860354242
4.2,0.16,2.2,38.422679435426,-12.8766295298266
4.2,0.16,2.2025,38.3965765858565,-12.8745702633006
4.2,0.16,2.205,38.3704975544104,-12.8724266004677
4.2,0.16,2.2075,38.3444427892722,-12.8701993818938
4.2,0.16,2.21,38.3184127156869,-12.8678894310429
4.2,0.16,2.2125,38.2924077372011,-12.8654975542725
4.2,0.16,2.215,38.2664282368541,-12.8630245408651
4.2,0.16,2.2175,38.2404745783225,-12.8604711630915
4.2,0.16,2.22,38.2145471070172,-12.8578381763019
4.2,0.16,2.2225,38.1886461511357,-12.8551263190445
4.2,0.16,2.225,38.1627720226707,-12.8523363132053
4.2,0.16,2.2275,38.1369250183753,-12.849468864171
4.2,0.16,2.23,38.1111054206875,-12.8465246610081
4.2,0.16,2.2325,38.0853134986149,-12.8435043766598
4.2,0.16,2.235,38.0595495085809,-12.8404086681565
4.2,0.16,2.2375,38.0338136952328,-12.8372381768395
4.2,0.16,2.24,38.0081062922158,-12.8339935285941
4.2,0.16,2.2425,37.9824275229112,-12.8306753340939
4.2,0.16,2.245,37.9567776011418,-12.8272841890512
4.2,0.16,2.2475,37.9311567318464,-12.8238206744748
4.2,0.16,2.25,37.9055651117223,-12.8202853569328
4.2,0.16,2.2525,37.8800029298398,-12.8166787888196
4.2,0.16,2.255,37.8544703682282,-12.8130015086264
4.2,0.16,2.2575,37.8289676024351,-12.8092540412129
4.2,0.16,2.26,37.8034948020598,-12.805436898082
4.2,0.16,2.2625,37.7780521312629,-12.8015505776536
4.2,0.16,2.265,37.7526397492515,-12.7975955655392
4.2,0.16,2.2675,37.7272578107436,-12.7935723348154
4.2,0.16,2.27,37.7019064664092,-12.7894813462966
4.2,0.16,2.2725,37.6765858632936,-12.7853230488053
4.2,0.16,2.275,37.6512961452193,-12.7810978794404
4.2,0.16,2.2775,37.6260374531708,-12.7768062638434
4.2,0.16,2.28,37.6008099256616,-12.7724486164604
4.2,0.16,2.2825,37.5756136990852,-12.7680253408021
4.2,0.16,2.285,37.5504489080494,-12.7635368296991
4.2,0.16,2.2875,37.5253156856967,-12.7589834655535
4.2,0.16,2.29,37.5002141640107,-12.7543656205875
4.2,0.16,2.2925,37.4751444741082,-12.7496836570858
4.2,0.16,2.295,37.4501067465199,-12.7449379276353
4.2,0.16,2.2975,37.4251011114588,-12.7401287753589
4.2,0.16,2.3,37.4001276990771,-12.7352565341458
4.2,0.16,2.3025,37.3751866397132,-12.7303215288758
4.2,0.16,2.305,37.3502780641283,-12.7253240756395
4.2,0.16,2.3075,37.3254021037344,-12.7202644819535
4.2,0.16,2.31,37.3005588908127,-12.7151430469699
4.2,0.16,2.3125,37.2757485587247,-12.7099600616819
4.2,0.16,2.315,37.2509712421152,-12.7047158091235
4.2,0.16,2.3175,37.2262270771087,-12.6994105645646
4.2,0.16,2.32,37.2015162014986,-12.6940445957006
4.2,0.16,2.3225,37.176838754931,-12.6886181628377
4.2,0.16,2.325,37.1521948790825,-12.6831315190725
4.2,0.16,2.3275,37.127584717833,-12.677584910467
4.2,0.16,2.33,37.1030084174338,-12.6719785762186
4.2,0.16,2.3325,37.0784661266711,-12.666312748825
4.2,0.16,2.335,37.0539579970264,-12.6605876542446
4.2,0.16,2.3375,37.0294841828323,-12.6548035120521
4.2,0.16,2.34,37.0050448414263,-12.6489605355885
4.2,0.16,2.3425,36.9806401333011,-12.6430589321077
4.2,0.16,2.345,36.9562702222529,-12.6370989029175
4.2,0.16,2.3475,36.9319352755275,-12.6310806435165
4.2,0.16,2.35,36.9076354639653,-12.625004343726
4.2,0.16,2.3525,36.883370962144,-12.6188701878182
4.2,0.16,2.355,36.859141948521,-12.6126783546393
4.2,0.16,2.3575,36.8349486055754,-12.6064290177284
4.2,0.16,2.36,36.8107911199487,-12.6001223454327
4.2,0.16,2.3625,36.7866696825861,-12.5937585010174
4.2,0.16,2.365,36.7625844888785,-12.587337642773
4.2,0.16,2.3675,36.7385357388039,-12.5808599241167
4.2,0.16,2.37,36.7145236370709,-12.5743254936916
4.2,0.16,2.3725,36.6905483932626,-12.5677344954604
4.2,0.16,2.375,36.6666102219826,-12.5610870687962
4.2,0.16,2.3775,36.642709343002,-12.5543833485692
4.2,0.16,2.38,36.6188459814096,-12.5476234652293
4.2,0.16,2.3825,36.5950203677633,-12.5408075448856
4.2,0.16,2.385,36.5712327382455,-12.5339357093815
4.2,0.16,2.3875,36.5474833348201,-12.5270080763668
4.2,0.16,2.39,36.5237724053944,-12.520024759366
4.2,0.16,2.3925,36.5001002039834,-12.5129858678429
4.2,0.16,2.395,36.4764669908782,-12.5058915072619
4.2,0.16,2.3975,36.4528730328201,-12.4987417791461
4.2,0.16,2.4,36.4293186031771,-12.4915367811314
4.2,0.16,2.4025,36.4058039821275,-12.4842766070178
4.2,0.16,2.405,36.3823294568473,-12.4769613468174
4.2,0.16,2.4075,36.3588953217043,-12.4695910867986
4.2,0.16,2.41,36.3355018784577,-12.4621659095273
4.2,0.16,2.4125,36.3121494364644,-12.4546858939053
4.2,0.16,2.415,36.2888383128922,-12.447151115205
4.2,0.16,2.4175,36.2655688329398,-12.439561645101
4.2,0.16,2.42,36.2423413300656,-12.4319175516986
4.2,0.16,2.4225,36.219156146223,-12.4242188995595
4.2,0.16,2.425,36.196013632106,-12.4164657497239
4.2,0.16,2.4275,36.1729141474027,-12.4086581597295
4.2,0.16,2.43,36.1498580610586,-12.400796183628
4.2,0.16,2.4325,36.1268457515507,-12.3928798719982
4.2,0.16,2.435,36.1038776071714,-12.3849092719554
4.2,0.16,2.4375,36.0809540263238,-12.376884427159
4.2,0.16,2.44,36.0580754178297,-12.3688053778159
4.2,0.16,2.4425,36.0352422012484,-12.3606721606816
4.2,0.16,2.445,36.0124548072104,-12.3524848090576
4.2,0.16,2.4475,35.9897136777639,-12.3442433527864
4.2,0.16,2.45,35.967019266736,-12.3359478182429
4.2,0.16,2.4525,35.9443720401092,-12.3275982283229
4.2,0.16,2.455,35.9217724764147,-12.3191946024284
4.2,0.16,2.4575,35.8992210671419,-12.3107369564502
4.2,0.16,2.46,35.8767183171659,-12.3022253027464
4.2,0.16,2.4625,35.8542647451947,-12.2936596501193
4.2,0.16,2.465,35.8318608842355,-12.2850400037872
4.2,0.16,2.4675,35.8095072820819,-12.2763663653548
4.2,0.16,2.47,35.7872045018245,-12.267638732779
4.2,0.16,2.4725,35.7649531223827,-12.2588571003325
4.2,0.16,2.475,35.7427537390636,-12.2500214585635
4.2,0.16,2.4775,35.7206069641446,-12.2411317942519
4.2,0.16,2.48,35.6985134274852,-12.2321880903632
4.2,0.16,2.4825,35.6764737771668,-12.2231903259978
4.2,0.16,2.485,35.6544886801631,-12.2141384763376
4.2,0.16,2.4875,35.6325588230437,-12.2050325125895
4.2,0.16,2.49,35.6106849127108,-12.1958724019242
4.2,0.16,2.4925,35.588867677173,-12.1866581074132
4.2,0.16,2.495,35.5671078663567,-12.177389587961
4.2,0.16,2.4975,35.5454062529588,-12.1680667982342
4.2,0.16,2.5,35.5237636333411,-12.1586896885874
4.2,0.16,2.5025,35.5021808284721,-12.1492582049851
4.2,0.16,2.505,35.4806586849149,-12.1397722889204
4.2,0.16,2.5075,35.4591980758678,-12.13023187733
4.2,0.16,2.51,35.4377999022591,-12.1206369025055
4.2,0.16,2.5125,35.4164650938983,-12.1109872920015
4.2,0.16,2.515,35.3951946106904,-12.1012829685404
4.2,0.16,2.5175,35.3739894439142,-12.0915238499131
4.2,0.16,2.52,35.3528506175698,-12.0817098488771
4.2,0.16,2.5225,35.3317791898006,-12.0718408730506
4.2,0.16,2.525,35.3107762543936,-12.0619168248044
4.2,0.16,2.5275,35.2898429423629,-12.0519376011497
4.2,0.16,2.53,35.268980423623,-12.0419030936241
4.2,0.16,2.5325,35.2481899087575,-12.0318131881739
4.2,0.16,2.535,35.2274726508887,-12.0216677650352
4.2,0.16,2.5375,35.2068299476564,-12.0114666986117
4.2,0.16,2.54,35.1862631433131,-12.0012098573517
4.2,0.16,2.5425,35.1657736309426,-11.990897103623
4.2,0.16,2.545,35.1453628548123,-11.9805282935879
4.2,0.16,2.5475,35.125032312868,-11.9701032770767
4.2,0.16,2.55,35.1047835593813,-11.9596218974627
4.2,0.16,2.5525,35.0846182077606,-11.9490839915375
4.2,0.16,2.555,35.0645379335395,-11.938489389389
4.2,0.16,2.5575,35.0445444775528,-11.9278379142819
4.2,0.16,2.56,35.024639649317,-11.9171293825428
4.2,0.16,2.5625,35.0048253306299,-11.9063636034512
4.2,0.16,2.565,34.9851034794059,-11.895540379137
4.2,0.16,2.5675,34.9654761337661,-11.8846595044879
4.2,0.16,2.57,34.9459454164029,-11.8737207670678
4.2,0.16,2.5725,34.9265135392412,-11.8627239470487
4.2,0.16,2.575,34.9071828084215,-11.8516688171591
4.2,0.16,2.5775,34.8879556296284,-11.8405551426531
4.2,0.16,2.58,34.8688345137971,-11.8293826813017
4.2,0.16,2.5825,34.8498220832267,-11.8181511834128
4.2,0.16,2.585,34.8309210781366,-11.8068603918844
4.2,0.16,2.5875,34.8121343637038,-11.7955100422951
4.2,0.16,2.59,34.793464937624,-11.7840998630416
4.2,0.16,2.5925,34.7749159382417,-11.7726295755273
4.2,0.16,2.595,34.7564906533026,-11.7610988944138
4.2,0.16,2.5975,34.7381925293829,-11.7495075279432
4.2,0.16,2.6,34.7200251820598,-11.7378551783449
4.2,0.16,2.6025,34.7019924068925,-11.7261415423382
4.2,0.16,2.605,34.6840981912906,-11.7143663117489
4.2,0.16,2.6075,34.6663467273558,-11.7025291742547
4.2,0.16,2.61,34.6487424257925,-11.6906298142849
4.2,0.16,2.6125,34.6312899309937,-11.6786679140936
4.2,0.16,2.615,34.6139941374205,-11.666643155039
4.2,0.16,2.6175,34.5968602074085,-11.6545552190991
4.2,0.16,2.62,34.5798935905493,-11.6424037906632
4.2,0.16,2.6225,34.5631000448133,-11.6301885586429
4.2,0.16,2.625,34.5464856596017,-11.6179092189561
4.2,0.16,2.6275,34.5300568809369,-11.6055654774436
4.2,0.16,2.63,34.5138205390301,-11.5931570532896
4.2,0.16,2.6325,34.4977838784921,-11.5806836830318
4.2,0.16,2.635,34.4819545914909,-11.568145125256
4.2,0.16,2.6375,34.4663408541992,-11.5555411660953
4.2,0.16,2.64,34.4509513669214,-11.5428716256664
4.2,0.16,2.6425,34.4357953983432,-11.5301363656077
4.2,0.16,2.645,34.4208828344079,-11.5173352979098
4.2,0.16,2.6475,34.4062242323981,-11.504468395265
4.2,0.16,2.65,34.3918308808819,-11.4915357032077
4.2,0.16,2.6525,34.377714866281,-11.478537354368
4.2,0.16,2.655,34.3638891469328,-11.4654735852256
4.2,0.16,2.6575,34.3503676356489,-11.4523447558263
4.2,0.16,2.66,34.3371652919305,-11.4391513730202
4.2,0.16,2.6625,34.3242982251809,-11.4258941178929
4.2,0.16,2.665,34.3117838104759,-11.412573878203
4.2,0.16,2.6675,34.2996408187024,-11.3991917868145
4.2,0.16,2.67,34.2878895631808,-11.3857492673261
4.2,0.16,2.6725,34.2765520652451,-11.3722480883648
4.2,0.16,2.675,34.2656522416803,-11.3586904283477
4.2,0.16,2.6775,34.2552161174299,-11.3450789529267
4.2,0.16,2.68,34.2452720675939,-11.3314169078562
4.2,0.16,2.6825,34.2358510934741,-11.317708230681
4.2,0.16,2.685,34.2269871383054,-11.3039576854778
4.2,0.16,2.6875,34.2187174493773,-11.2901710259462
4.2,0.16,2.69,34.2110829945401,-11.2763551935082
4.2,0.16,2.6925,34.20412894265,-11.2625185588251
4.2,0.16,2.695,34.1979052194069,-11.2486712174097
4.2,0.16,2.6975,34.1924671523452,-11.2348253529595
4.2,0.16,2.7,34.1878762215473,-11.2209956858951
4.2,0.16,2.7025,34.1842009360701,-11.2072000296726
4.2,0.16,2.705,34.1815178602378,-11.1934599841711
4.2,0.16,2.7075,34.1799128190093,-11.1798018044411
4.2,0.16,2.71,34.1794823177396,-11.1662574951688
4.2,0.16,2.7125,34.1803352189901,-11.1528661975348
4.2,0.16,2.715,34.1825947277456,-11.1396759573996
4.2,0.16,2.7175,34.1864007465206,-11.1267459943081
4.2,0.16,2.72,34.1919126732354,-11.1141496331086
4.2,0.16,2.7225,34.1993127268692,-11.1019781190132
4.2,0.16,2.725,34.2088098973566,-11.0903456199752
4.2,0.16,2.7275,34.220644624057,-11.0793958380496
4.2,0.16,2.73,34.2350943055066,-11.0693108198081
4.2,0.16,2.7325,34.2524797206653,-11.0603227984965
4.2,0.16,2.735,34.2731723768777,-11.0527302525219
4.2,0.16,2.7375,34.2976026514816,-11.0469198780781
4.2,0.16,2.74,34.3262682857878,-11.0433969245507
4.2,0.16,2.7425,34.359742177793,-11.042827438961
4.2,0.16,2.745,34.3986772315154,-11.0460975581824
4.2,0.16,2.7475,34.4438037420381,-11.0543972527261
4.2,0.16,2.75,34.4959104541534,-11.0693390080465
4.2,0.16,2.7525,34.5557922023272,-11.0931257180163
4.2,0.16,2.755,34.6241315521525,-11.1287855343394
4.2,0.16,2.7575,34.7012531833975,-11.1804908136228
4.2,0.16,2.76,34.7866385171539,-11.2539624996463
4.2,0.16,2.7625,34.878003731552,-11.3569007183114
4.2,0.16,2.765,34.9696319609853,-11.4992066139405
4.2,0.16,2.7675,35.0495984949754,-11.6923293864234
4.2,0.16,2.77,35.09590362893,-11.9462189460261
4.2,0.16,2.7725,35.0733081227297,-12.261354740377
4.2,0.16,2.775,34.9370331942297,-12.6144330251467
4.2,0.16,2.7775,34.6533831601825,-12.9451459613027
4.2,0.16,2.78,34.2357146350621,-13.167102261301
4.2,0.16,2.7825,33.7601152789395,-13.2167248102421
4.2,0.16,2.785,33.325389377492,-13.0985639336284
4.2,0.16,2.7875,32.99412624473,-12.8727631522268
4.2,0.16,2.79,32.7762477356645,-12.6069387513011
4.2,0.16,2.7925,32.650911132847,-12.3463187173885
4.2,0.16,2.795,32.5904791828885,-12.111880637702
4.2,0.16,2.7975,32.571908299682,-11.9092902824916
4.2,0.16,2.8,32.5790591575585,-11.736968575198
4.2,0.16,2.8025,32.6015397551027,-11.5907677744351
4.2,0.16,2.805,32.6329610569804,-11.4661489436592
4.2,0.16,2.8075,32.669519817848,-11.3590215858354
4.2,0.16,2.81,32.7090292999076,-11.2659730460271
4.2,0.16,2.8125,32.7503018210232,-11.1842537768507
4.2,0.16,2.815,32.7927679726445,-11.1116826890126
4.2,0.16,2.8175,32.8362455590056,-11.0465397283688
4.2,0.16,2.82,32.8808010374174,-10.9874698094812
4.2,0.16,2.8225,32.9266678876861,-10.933404428135
4.2,0.16,2.825,32.9742003781378,-10.8835005594331
4.2,0.16,2.8275,33.0238499037297,-10.8370943899958
4.2,0.16,2.83,33.0761564101144,-10.793667221388
4.2,0.16,2.8325,33.131750728924,-10.7528213387552
4.2,0.16,2.835,33.1913657854888,-10.714264304581
4.2,0.16,2.8375,33.255856132495,-10.6778008693469
4.2,0.16,2.84,33.3262264548587,-10.6433324922908
4.2,0.16,2.8425,33.4036708254493,-10.6108654262432
4.2,0.16,2.845,33.4896257709651,-10.5805296135637
4.2,0.16,2.8475,33.5858418378463,-10.5526125615516
4.2,0.16,2.85,33.6944805721281,-10.5276154292408
4.2,0.16,2.8525,33.8182469477548,-10.5063436839629
4.2,0.16,2.855,33.9605716518431,-10.4900535776075
4.2,0.16,2.8575,34.1258635602757,-10.4806915874774
4.2,0.16,2.86,34.319859995591,-10.4812931976049
4.2,0.16,2.8625,34.550108688082,-10.4966626707263
4.2,0.16,2.865,34.826611557857,-10.5345628411072
4.2,0.16,2.8675,35.1626148242254,-10.6078574925631
4.2,0.16,2.87,35.5753384788741,-10.7384787578365
4.2,0.16,2.8725,36.0857618591341,-10.9649411921598
4.2,0.16,2.875,36.7143206674034,-11.3566162921281
4.2,0.16,2.8775,37.4620972041177,-12.0393181355675
4.2,0.16,2.88,38.2461317782407,-13.2292371637103
4.2,0.16,2.8825,38.7210061860521,-15.208374944075
4.2,0.16,2.885,38.0292960324035,-17.9427051645021
4.2,0.16,2.8875,35.3749523430321,-20.1747019308858
4.2,0.16,2.89,31.9114086148897,-20.2262043146584
4.2,0.16,2.8925,29.5818677854931,-18.6368824663239
4.2,0.16,2.895,28.5919211348682,-16.8417826219317
4.2,0.16,2.8975,28.3417855921836,-15.4116749542324
4.2,0.16,2.9,28.4026091179084,-14.3681982958201
4.2,0.16,2.9025,28.5739589256459,-13.6124937167243
4.2,0.16,2.905,28.7731120076341,-13.0550285979999
4.2,0.16,2.9075,28.9679149602447,-12.6332061840229
4.2,0.16,2.91,29.1470300401107,-12.3056765283755
4.2,0.16,2.9125,29.307575500427,-12.0451957793422
4.2,0.16,2.915,29.4500084627434,-11.8335331432095
4.2,0.16,2.9175,29.5759889792332,-11.6582254562795
4.2,0.16,2.92,29.6874904976259,-11.5105590448989
4.2,0.16,2.9225,29.7864414264623,-11.3843089665812
4.2,0.16,2.925,29.8745956383944,-11.2749390745244
4.2,0.16,2.9275,29.9535012419738,-11.1790845572768
4.2,0.16,2.93,30.0245101937331,-11.0942104760351
4.2,0.16,2.9325,30.088803456005,-11.018382201116
4.2,0.16,2.935,30.1474208370867,-10.9501086187716
4.2,0.16,2.9375,30.2012912719219,-10.8882338856783
4.2,0.16,2.94,30.2512624338125,-10.8318626151633
4.2,0.16,2.9425,30.2981301692621,-10.7803091571215
4.2,0.16,2.945,30.3426692610799,-10.73306556424
4.2,0.16,2.9475,30.3856679675839,-10.6897859037157
4.2,0.16,2.95,30.4279700398887,-10.6502876021636
4.2,0.16,2.9525,30.4705299039102,-10.6145745137075
4.2,0.16,2.955,30.5144900120882,-10.5828931309296
4.2,0.16,2.9575,30.5612949400578,-10.5558465401869
4.2,0.16,2.96,30.612865762763,-10.5346191969271
4.2,0.16,2.9625,30.6718703385788,-10.5214320755655
4.2,0.16,2.965,30.7421287535589,-10.5205149411262
4.2,0.16,2.9675,30.8291099757692,-10.5403352378795
4.2,0.16,2.97,30.9398431726102,-10.5991237717324
4.2,0.16,2.9725,31.077587285475,-10.7393520348431
4.2,0.16,2.975,31.2022845984921,-11.0607602307152
4.2,0.16,2.9775,31.0296417333686,-11.6831245357048
4.2,0.16,2.98,30.0722551643723,-11.9743513247289
4.2,0.16,2.9825,29.451379478321,-11.3036111741296
4.2,0.16,2.985,29.4786233883081,-10.7545032191153
4.2,0.16,2.9875,29.6203908649542,-10.4748103747204
4.2,0.16,2.99,29.7419707006357,-10.3232828005058
4.2,0.16,2.9925,29.8333685946649,-10.2294413737219
4.2,0.16,2.995,29.9014396877451,-10.1638970945386
4.2,0.16,2.9975,29.9528151589237,-10.113589112376
4.2,0.16,3,29.9921984508464,-10.0721723991649
4.2,0.17,2,39.1499818587689,-11.47066109393
4.2,0.17,2.0025,39.1305341988819,-11.4691871575495
4.2,0.17,2.005,39.1111893104465,-11.4676927102373
4.2,0.17,2.0075,39.0919514190338,-11.4661830811538
4.2,0.17,2.01,39.0728247328749,-11.4646642146444
4.2,0.17,2.0125,39.0538133950733,-11.4631427237242
4.2,0.17,2.015,39.0349214256822,-11.4616259448443
4.2,0.17,2.0175,39.0161526522273,-11.4601219929535
4.2,0.17,2.02,38.9975106271823,-11.4586398155396
4.2,0.17,2.0225,38.9789985308691,-11.4571892439373
4.2,0.17,2.025,38.9606190582845,-11.4557810397185
4.2,0.17,2.0275,38.9423742884598,-11.4544269334468
4.2,0.17,2.03,38.9242655351822,-11.4531396524651
4.2,0.17,2.0325,38.9062931782727,-11.451932933721
4.2,0.17,2.035,38.8884564751616,-11.4508215169283
4.2,0.17,2.0375,38.8707533532806,-11.4498211126519
4.2,0.17,2.04,38.8531801848247,-11.4489483392331
4.2,0.17,2.0425,38.8357315467803,-11.4482206219139
4.2,0.17,2.045,38.8183999707831,-11.4476560471668
4.2,0.17,2.0475,38.8011756893669,-11.4472731651945
4.2,0.17,2.05,38.784046387466,-11.4470907339836
4.2,0.17,2.0525,38.7669969705752,-11.4471273993202
4.2,0.17,2.055,38.7500093636056,-11.4474013069657
4.2,0.17,2.0575,38.7330623570247,-11.4479296458931
4.2,0.17,2.06,38.7161315190382,-11.4487281251989
4.2,0.17,2.0625,38.6991891940147,-11.4498103920675
4.2,0.17,2.065,38.6822046076591,-11.451187403878
4.2,0.17,2.0675,38.6651440981623,-11.4528667739763
4.2,0.17,2.07,38.6479714892841,-11.4548521173558
4.2,0.17,2.0725,38.6306486157639,-11.4571424288751
4.2,0.17,2.075,38.6131360034936,-11.4597315318907
4.2,0.17,2.0775,38.5953936967108,-11.4626076383868
4.2,0.17,2.08,38.5773822126368,-11.4657530619193
4.2,0.17,2.0825,38.5590635914246,-11.4691441212063
4.2,0.17,2.085,38.5404024972863,-11.4727512645388
4.2,0.17,2.0875,38.5213673167532,-11.4765394334231
4.2,0.17,2.09,38.5019311937089,-11.4804686686301
4.2,0.17,2.0925,38.4820729394201,-11.4844949444118
4.2,0.17,2.095,38.4617777600463,-11.4885711987947
4.2,0.17,2.0975,38.4410377541036,-11.4926485116651
4.2,0.17,2.1,38.4198521473322,-11.4966773698001
4.2,0.17,2.1025,38.3982272508672,-11.5006089507285
4.2,0.17,2.105,38.3761761484789,-11.5043963562497
4.2,0.17,2.1075,38.3537181376766,-11.507995731692
4.2,0.17,2.11,38.3308779655353,-11.5113672177772
4.2,0.17,2.1125,38.3076849116166,-11.5144756967794
4.2,0.17,2.115,38.2841717764055,-11.5172913116176
4.2,0.17,2.1175,38.2603738341762,-11.5197897535873
4.2,0.17,2.12,38.2363278047595,-11.5219523298427
4.2,0.17,2.1225,38.2120708904296,-11.5237658341542
4.2,0.17,2.125,38.1876399134947,-11.5252222531419
4.2,0.17,2.1275,38.1630705785849,-11.526318344944
4.2,0.17,2.13,38.1383968723473,-11.5270551284217
4.2,0.17,2.1325,38.1136506032466,-11.5274373191707
4.2,0.17,2.135,38.0888610760155,-11.5274727446113
4.2,0.17,2.1375,38.0640548892787,-11.5271717651013
4.2,0.17,2.14,38.0392558409647,-11.5265467221216
4.2,0.17,2.1425,38.0144849240935,-11.5256114287252
4.2,0.17,2.145,37.9897603950687,-11.5243807120649
4.2,0.17,2.1475,37.9650978973084,-11.5228700131876
4.2,0.17,2.15,37.9405106245621,-11.521095045532
4.2,0.17,2.1525,37.9160095102508,-11.5190715107051
4.2,0.17,2.155,37.891603431354,-11.5168148680782
4.2,0.17,2.1575,37.8672994175725,-11.5143401534317
4.2,0.17,2.16,37.8431028585587,-11.5116618411501
4.2,0.17,2.1625,37.8190177038595,-11.5087937442079
4.2,0.17,2.165,37.7950466518052,-11.5057489462588
4.2,0.17,2.1675,37.771191324901,-11.5025397604494
4.2,0.17,2.17,37.7474524303407,-11.499177710028
4.2,0.17,2.1725,37.7238299050837,-11.4956735263555
4.2,0.17,2.175,37.7003230455597,-11.4920371604822
4.2,0.17,2.1775,37.6769306225069,-11.488277805007
4.2,0.17,2.18,37.6536509817575,-11.4844039234623
4.2,0.17,2.1825,37.6304821319704,-11.4804232849389
4.2,0.17,2.185,37.6074218204163,-11.4763430020955
4.2,0.17,2.1875,37.5844675979599,-11.4721695710667
4.2,0.17,2.19,37.5616168743722,-11.4679089121002
4.2,0.17,2.1925,37.5388669650641,-11.4635664100238
4.2,0.17,2.195,37.5162151302709,-11.4591469538649
4.2,0.17,2.1975,37.4936586076364,-11.4546549751284
4.2,0.17,2.2,37.471194639067,-11.4500944843867
4.2,0.17,2.2025,37.4488204926366,-11.4454691059543
4.2,0.17,2.205,37.4265334802434,-11.4407821105132
4.2,0.17,2.2075,37.4043309716384,-11.4360364456259
4.2,0.17,2.21,37.3822104053703,-11.4312347641307
4.2,0.17,2.2125,37.3601692971264,-11.4263794504528
4.2,0.17,2.215,37.3382052458829,-11.4214726448958
4.2,0.17,2.2175,37.3163159382249,-11.4165162659988
4.2,0.17,2.22,37.2944991511468,-11.4115120310582
4.2,0.17,2.2225,37.2727527535973,-11.4064614749213
4.2,0.17,2.225,37.2510747069979,-11.4013659671629
4.2,0.17,2.2275,37.2294630649281,-11.3962267277578
4.2,0.17,2.23,37.2079159721406,-11.3910448413578
4.2,0.17,2.2325,37.186431663047,-11.3858212702829
4.2,0.17,2.235,37.1650084597889,-11.3805568663272
4.2,0.17,2.2375,37.1436447699945,-11.3752523814791
4.2,0.17,2.24,37.1223390843004,-11.3699084776455
